,asin,helpful,rating,reviewText,reviewTime,reviewerID,reviewerName,unixReviewTime
7040,B004C44M7C,"[0, 0]",1,I enjoy good love stories and this one looked pretty good. It starts out slow with some promise  I kept reading to the last page and regretted all the time I put in reading hoping it would get better. Don't waste your time. It starts out slow and goes down hill from there.,"08 21, 2013",A31DHOFS6H4R69,Di,1377043200
11351,B002XOTPXE,"[11, 14]",1,"Warning: male on male action. If that's not your thing, this free book is not worth the time it takes to download. The first half of the story focuses on the three people (2 men and 1 woman) moving from friendship to lovers. After that, it suddenly switches and focuses on the male on male relationship. Shocking if you are not expecting it! I lost interest at this point and only skimmed the rest of the story.","12 28, 2010",AQEWBHOPTCVSD,B. Davis,1293494400
5962,B004FPYZNY,"[9, 12]",1,"As you can see by all of the reviews and the low ranking of this title, readers do not like this marketing tactic for ebooks.Samples may work well in the grocery store, but they do not fare the same when it comes to ebooks. We have the option to download samples to our ereaders.Potential readers will glance at this ebook in a list of options, see the two or one star average and keep on going. In the back of their mind they will think - this author must stink. Instead, I suggest publishers offer the main title for free - even for a limited time to drum up interest.","09 30, 2011",AXSV2IRQX2C20,"JAScribbles - Read, Review, Repeat",1317340800
4736,B002NU5JRY,"[1, 3]",1,Thank goodness this was free knew it was going to be short I always check the lenght before I down load.I did not see much to the story told in one person.Then there was was an abrupt ending and we had to decide what was going to happen. I really didn't care how it ended had no report withe the characters.This was my first time reading this author did not make me want to read her again.,"07 2, 2012",A3SSJ2XZACSMA6,callie,1341187200
283,B003SX0Y2U,"[1, 2]",1,It was like more than half the story was missing.  This SHORT story is like taking one chapter out of a novel which could be a very entertaining story.  Hey author - where is the WHOLE story?  We would have read the entire story - and probably loved it!,"01 15, 2011",A2LI84F57WLFH4,Amazon Customer,1295049600
8725,B0036ZAI9E,"[1, 2]",1,I ordered this book on my Kindle for free and I am so glad I did not pay one penny for it. At 11% in I just couldn't take it anymore. The main character is mostly having dialog with herself in her head. A very irritating read. Deleted from my library.,"07 19, 2012",A2OVBRVZ8UFJ8G,Dawn McKenna,1342656000
2146,B0044DEM58,"[1, 2]",1,I tried more than once to read this and just couldn't get interested in it. deleted it from my device before I made it past 15 pages.,"11 28, 2012",A3PE06FG1H3D9G,kellym,1354060800
4057,B00273BHC8,"[0, 2]",1,I did not enjoy this book whatsoever.  The writing is choppy. The story does not flow well.  The author doesn't do a good job of describing anything.  You are forced to put too many pieces together yourself.  It was not an enjoyable read.,"08 29, 2011",A2GFB0NJZC24UK,Misti Ryan,1314576000
10205,B002I1XQ1Y,"[5, 7]",1,"This book had me raising my eyebrows quite a bit. My first moment of disbelief was when they has sex for the FIRST time and he came in her mouth. Really? Second instance; he got so possesive when they were having sex that he rammed in a larger butt plug? and on top of that, he just introduced her to anal sex and by the second time he was fully in (ramming into her forcefully) with a dildo in her vagina? huh? wish i could give this book  point zero stars. Oh.....btw... did i mention that all this glorious sex was happening while his brother was kidnapped. huh? crappy book","12 10, 2012",A3227RIB4KY2QS,Amazon Customer,1355097600
10457,B003XF1DXC,"[0, 1]",1,You can do an amazon search or google search and find anything you can find here. I found it useless you just do not not need it.,"03 28, 2013",A3KWLE7H7QYUOJ,"leo clark ""bob""",1364428800
3497,B002NU5JRY,"[1, 1]",1,Flat and stale portrayal with unappealing storyline.  More of a rip off than an enjoyable story or titillating tale. Save your money.,"03 24, 2013",ACNT917RKMW3M,"M. Kramer ""Arizona Kamaina""",1364083200
11454,B001LWV4DS,"[1, 1]",1,"I agree with the reviewer who asked why does every hero have to be a slut!!! It was like I could not STOP hearing about his blonde bimbos!!! She was of course, celibate for 8 years and he went through women like a child does candy!!! It was gross and made me believe that he did not have any love for the heroine. I am sick of writers making it look like a man only sleeps with women for a need to be fulfilled. That is not true. Yes, they can keep out the emotional attachments but they still get excited over the woman they are with (they kind of have to). I hate thinking that another woman can so easily take the place of the heroines in these stories. Who cares that there is not emotion in the hero's couplings, he still thinks about how many women he went through and how they dressed sexily when the heroine was wearing comfortable clothes, and let us not forget the thought of how his past women were willing to do explicit things to him!! That was gross and unneeded for the story! I actually started out liking him in the first chapter before it skipped ahead 8 years and to a completely different guy and a douchebag to boot! He also manipulated the heck out of a situation to get his way, harming the heroine and potentially harming the child if the press would have gotten worse. He did not think about anything but himself and his wants. He was NO HERO!!!!","02 28, 2014",AVGYENZU56KBR,Amazon Customer,1393545600
10747,B003AKY45Y,"[15, 17]",1,"A spunky, yet emotionally wounded woman with unexplained proficiencies in light weapons and vampire hunting and a tendency to make frequent ""Buffy"" references crosses paths with the hunky and emotionally wounded vampire.  She hates vampires with a passion and he's been the witness to the genocide she's inflicting on his kind, but no big thing, cause the sexin' is so good!  Then . . . danger - a bad vampire!  Will they defeat the bad vampire and decide to let love find a way?Guess!","08 10, 2011",A3A7FF87LEVCQ1,morehumanthanhuman,1312934400
5181,B004EEPNNC,"[1, 4]",1,This is a VERY short story with little plot or character development.  Same those few minutes it takes to read the entire story and purchase something you can enjoy.,"12 21, 2011",A10QB8RAEYKYL0,P. Mumme,1324425600
10479,B004AYCTLA,"[0, 0]",1,i really didn't like this one. half way through i deleted it. i just didn't get into reading it. that's why i only gave it one star,"02 15, 2014",A3C713428J4MJ7,Amazon Customer,1392422400
677,B004K6MLMA,"[0, 1]",1,"The story was ok but needed work. I kept feeling like I was missing something. I even bought the first book so I was more than familiar with the characters. I did not like the first book but wanted to give the second one a chance. I couldn't even finish it. I felt like everything was secondary to the sex. It was almost as if the storyline was an afterthought, i.e. the accidents, abduction, etc. It lacked the cohesiveness that you usually find in a good mystery/thriller. The hero/heroine were so standoffish outside the bedroom, I had serious doubt they even liked each other. I just couldn't get into the book plus the grammatical errors didn't help either.","03 6, 2013",A1S15KLFEWLMU1,"Leogirl4 ""SLK""",1362528000
1053,B0044KMQ04,"[0, 0]",1,"I love the series and bought them all, but I didn't know that this book is the same as The Charmer, but really short! I wasted money. :( The author should have stated this. DO NOT BUY THIS BOOK, BUY THE CHARMER!!!","02 1, 2012",A26Z6Z5X6V8X7,Tina,1328054400
5108,B002G99RRK,"[3, 4]",1,"I was disappointed.  At first the book was too full of raw brutality for my tastes (man eating parts of a woman while she is still alive and restrained).  As I was about to quit and started skimming over the story it turned around somewhat. It is not sophisticated writing, nothing of the quality of a Stephen King, just raw animal brutality that turned into a simple B-movie type story. Half way through the book the story ended.  I would guess this is maybe a 30-minute read, if that. The rest of the book that I paid for was an interview with the author which was just advertising for the rest of his books. A very long advertisement I must say, that should have paid for this simplistic story. I'm sorry I paid 99 cents for this and will remove it from my library, the fist time I've ever done that with a Kindle book that I bought.","09 6, 2011",ALC78IZMOVRHN,Tom Johnson,1315267200
3298,B00164WE1W,"[2, 3]",1,"There was NO basis for their love. He humiliated her in front of people who could have helped her cause and asked her for a night with him!!! She had been working for months to get where she was and he just wiped it all away. I know he fixed it but it was his mistake to fix, he was not being sweet about it because he caused the issue for NO reason!!! She forgave him the very next day and that night, they are MADLY in love and a marriage proposal is a day away!!! Ridiculous and unbelievable!!!","09 19, 2013",AVGYENZU56KBR,Amazon Customer,1379548800
10824,B00338070Y,"[0, 3]",1,"I did not order and I did not read this book.  No review is possible of this book, not my type of reading.","07 25, 2013",A33UJC53W5BJPR,"Jayne ""Macy""",1374710400
6855,B004O0UA1Q,"[10, 15]",1,"Twisted politics, CIA operating on American soil, poor writing, bad grammar and an unbelievable plot.  No way that this could have been written by an adult.  Pass it by.","01 14, 2012",A317YD3C1B79LP,Wayne Simmes,1326499200
8663,B001ULBOTO,"[1, 1]",1,"Misspellings and poor editing prevented me from finishing this book.  I wanted to read it. The positive reviews led me to believe it would be an interesting book, instead it dragged on and on.","05 31, 2014",A3LUT1TQX0CU0R,Editbabe,1401494400
5309,B002DOSBOS,"[46, 61]",1,"I wish I could write something good about this book. Two hot college guys who think they are straight play gay chicken and get paid for doing sexy pictures together. Should be a 5 star GFY book. Yes, the sex scenes are hot, but everything else in the book is one big stereotype and filled with horrible self-loathing words. If Ms. Anderson wrote ""pitcher"" and ""catcher"" one more time to describe the top and bottom definitions in a gay relationship, I was going to scream. Plus the homophobic jock friend who used the word, ""fag,"" was so over the top and two-dimensional, it was cartoonish. What could have been a sweet, coming of age, boys fall in love story turned into a poorly developed cliched plot fest with no redeeming qualities that I could find. I suggest renting the movie ""Defying Gravity"" if you want straight college boy roommates falling in love and angsting about it.","03 28, 2010",A11F5KW6QXHL8L,Lasha,1269734400
8975,B003UHVVZS,"[1, 5]",1,"I gave up 33% into the book.Everyone is too stupid. Everything is too much. In every way. The good guys are so good, so beautiful, so kind, so ... The bad guys are so evil, so dumb, so ... nothing seems in any way like it could be happening. It seems more like a caricature than anything else.The main character acts in a way that is incomprehensible. He is - supposedly - smart. He makes choices, give promises, acts in a way I would not expect an idiot to do. I am supposed to cheer for this unlikable idiot?I don't buy the scenario, the characters or the story.What made me give up?Well the really really bad guys that are yankee stupid morons go invade the world of the really really beautiful liberal wonderfully amazingly beautiful people. In order to kill all the men and make all the women slaves since they are a 'natural resource'. I am staring at a sentence here where it says they would be ""little more than slaves"", while the stated goal is to make them slaves. I can't read something this inconsistent.On the positive? I would say the author writes well. Normally that would save it from 1 star, but not this time.","10 1, 2012",A2ONQLD6FUO15R,Amazon Customer,1349049600
2320,B004HKJ88O,"[0, 0]",1,"I love the idea of a near marriage breakup and meeting again after some years. I was looking forward for sparks to fly. Wow, what I got instead is some kind of sick Hero, the man acts like really disfunctunal. He is not someone a woman would want to have a relationship with. OMG, I hate to give bad reviews, but this author is totally not ready for the big time. I feel like I am reading an effort from my ten-year old. Sorry, I just cannot even like this, its a really weird, disconnected book.","10 21, 2013",AGOQ8037EVC0E,Jan of Queens,1382313600
480,B003XVYJ2S,"[0, 0]",1,"This just wasn't okay. Nope. I know it is free, so i can't complain, and i do know how hard authors work on their books but this one is just a no, not for me, it just didn't make sense. I hate leaving crap reviews and i feel just awful about leaving a one star, but i also believe honesty is the best policy.","06 2, 2014",A3CUIFAXIY2LOI,Nlovewithreading,1401667200
245,B003IT7AIK,"[2, 4]",1,"So not worth the money...it was much much too short, before you warm yourself up the book ended.I love the first book, at least that was over 300 pages long (kindle).","11 24, 2011",A20SDRHDL7H0BC,Amazon Customer,1322092800
9228,B004EEORPW,"[1, 1]",1,"With so much potential, this book was a crushing let down. I read about 20% to give it a fair shake, but the dialog was stilted and characters flat. It might be a decent read for a kid in the 5th or 6th grade...the syntax was about on that level. I was very disappointed and deleted it from my Kindle.","05 13, 2013",AKYL3L3S98GXN,mel_rose,1368403200
535,B003UESLV8,"[0, 0]",1,"I couldn't get into this book (short story).  My main complaint was if Dana felt enough about her brother to take him in why not try to protect him when a stranger shows up who obviously has an unhealthy, sometimes hostile relationship with this 17 year old boy.  She just allows him move in to her house, invites him to sleep with her brother then has fantasies of a guy that she can't say for sure isn't having a sexual relationship with her underage brother. The only thing I liked was the cover.","02 10, 2014",AKCZAZFYKPQE7,Renee,1391990400
4190,B001O2SCKI,"[5, 7]",1,what is up with the pricing.  i was considerig a subscription but a month of four issues is six bucks whereas a single issue is a buck.  what is wrong with this picture.  not to mention other reviewers comments re dead tree price including web access vs kindle price.  insane.,"03 27, 2013",A2LYK1AGZ4U9L8,,1364342400
2665,B004GKMPQW,"[11, 13]",1,"This is the story of a detective and his new partner encountering a murder case.  The case becomes something much more than solving a basic murder when details come to light regarding people related to murder victim.  And it becomes an issue of solving more than one case and adding assistance from FBI and Navy.  The premise, while not a new one, has merit.  The specifics are predictible in some parts and there are no real twists to getting to the ""who done it"" and why.  However, that does not mean that many will not enjoy this version.  For many will.  Fans of true suspense crime novels won't find real depth found in other noted authors of same genre (Robb, Grafton, Etc.) - but is a fairly good attempt.The issues lie with presentation (style) moreso than premise.  The novella is riddled with errors related to grammar, punctuation, character development and presence, Point of View, and story arc development.Punctuation:  overuse of exhuberance (!) where illfiting at times, extra floating dialogue quotes at end of paragraph without dialogue, other than dialogue bits (some, not all) incorrectly punctuated, some dialogue missing punctuation related to tags, missing or incorrect punctuation.  Dialogue paragraphs with same speaker punctuated incorrectly (though very few will know such.)Formatting is still a bit of an issue as there are some pages where paragraph breaks are so many only two small paragraphs fit on page.  I do not include format issues in star rating as I know that (at times) formatting is amazon conversion issue from downloaning - rather than writer issue.  However, it appears as if the manuscript was originally typed double spaced and when hitting double return between paragraph breaks (which would then be 4 lines, rather than customary 2) there was an overabundance of spaces.  If that is case a simple full document conversion to single spacing prior to downloading should clear up format issues like that.Grammar:  wrong words used - corn rolls (should be rows) to describe ME hair, make on (should be one) take - there are several such errors - but you get the idea on that.  Past tense and present tense switches in sentences and paragraphs was frequent.  Some may be stylistic choice of writer and happens - but not with such frequency as seen in the work.  Some subject/verbs were not grammatically correct - plural nouns get plural verbs,  etc.POV:  I origionally was going to forgive the first few POV switches as character related fleshing.  But, when the POV for many of the characters switched between third person and first person (in same paragraph) I realized it was author error, NOT character voice.  It is possible to have a character think to self in first while rest of tale told in third - but only if the writer understands the fine line and can convey properly.  In this installment of series (in author defense this is first in series and she may have worked this issue out in later works) the author has no grasp of what POV she is using and how to use properly.  One POV is best for the whole work until such time as skill is developed well enough that conveyance and reading are not stilted for reader.Character issues:  Trace was intergral character and partner in training,  then he just (all but) disappeared about half way through book in order for the ""love"" plot device to develop.  Bob was FBI partner that was there for a blink, disappeared for the same reason as Trace, then popped in near end without adding ANYTHING to storyline.  It would have served better to leave Bob out and just send 1 FBI agent to work case as Bob did nothing but add an inconsistency to story line (detail on that next) .  Press was well developed and Trace fairly so (even though underused)  as was female agent.Inconsistencies:Chapter 11 - Press and Trace left interview with Moira - they climbed in the beater car and drove away...fine, until the reader turns the page and Press puts key in ignition, turns it and gets the smoke plume.Chapter 27 - title states day 4 time:  10 AM - yet the first paragraph has press and agent arriving at house ""that evening.""Chapter 28 - title states day 5 at 9:15 AM - Bob tells Rachel he will be in that night and see her next morning.  However,  he does not show up until day 7, several chapters later.There were more issues related to each listed, but you get idea.  I apologize for length, I write long - though typically not thus much.  However, I viewed a comment by author wherein she stated that a review was not really fair to those reading it (or to her I surmise) without specifics so she could fix errors.  Though some of the word issues and punctuation are not a big deal and frequqntly missed - the gross errors (POV and story arc inconsistencies) should not require reviewer intervention for correction. They should have been caught by writer or her editor as they are glaring.As stated in beginning, many will enjoy this novella. Though predictible and even with errors it is an okay read.  If there were not so many errors, I would have awarded more stars.Christine","07 1, 2012",A30YDY4XKVUBUY,Christine Staeven,1341100800
3603,B0034KC3VW,"[6, 8]",1,"I like the premise of this book, and I read the free preview. I was a little worried, having read the 2 star review, but I figured the several five star reviews outweighed it.I wish I'd listened to the 2 star reviewer (who I think was a little nicer than she should have been).This book was awful. Horrible. Disgusting. Upsetting. I cannot find a single redeeming factor to the entire thing.  Here's why I hated it, why I'm fired up about reviewing it, and why I will never, ever, never, ever again read anything by this author.- The h is meek, mild, picked on, mistreated - and she just keeps going back for more. Over and over again, people, including the H, are downright cruel to her. I expected there to be some discovery or journey that leads the h to believe that she is worthwhile and has grown from the experiences she's lived through. That never happens. The book ends and she's still feeling sorry for herself and her life is utter crap.- The H is a complete jerk. He never redeems himself, and he never even makes a full effort to redeem himself. He sleeps with his WIFE after sleeping with the h, then repeatedly chooses his wife again and again (a woman who is cruel and insane) over the h. He simply tells the h 'sorry' and she instantly forgives him and the go on their merry way until the wife comes back a few pages later and the H runs to her.- There is very little lead up to the resolution (and it's a half resolution at that). The h ends up with a man, but it feels like she's more ending up with whatever leftovers are there, than that she's getting a HEA.- The h never stands up for herself and in fact, never even addresses some serious betrayals by her best friend/roommate, who told all of her private information to the crazy stalker wife of the H.It sickens me that I paid good money for this book. I finished only because I kept hoping that it would somehow get better. It makes me leery to try new authors when this is the kind of utter crap that I end up with. I urge you to move on, and save your money for so many more pleasant things - like a root canal.","06 7, 2012",A1W2SPAHV478G1,Kara Oke,1339027200
1552,B0035ROVSM,"[1, 2]",1,"I thought this book wasted so much time up to 55% of it to give a year by year run down from 1999 until preset on Adam and Ronan. Adam actually listened to Ronan getting it on with various women while he became Ronan's roommate. Unrequited love is one thing, but I cannot believe that Adam never had a relationship with anyone while Ronan was getting it on with every female he could. I was flabbergasted that the two partners at a security firm had not noticed that Adam never dated anyone and no one thought that was weird that Adam never showed interest, unless Ronan asked him for a double date favor. He moved in with Ronan at 18and someone should have figured it out that he was gay since that is their job to notice something that does not add up. Ronan would not have been seen the scene with Kasey and be oh hey i wanna do you. There is a scene in the book where I had to say ""OMG No BFF of any gay guy would do that"" and I quit reading.I am a fan of Stormy Glenn, Lynn Hagen,SE Jakes and Christine Shaw, so to me this book stunk.","10 15, 2012",APYZK1CZNOLD0,Amazon Customer,1350259200
3521,B004JXVOD6,"[0, 0]",1,"I have used my Kindle 2 and enjoyed it, replaced it with a Paperwhite then went back to use the Kindle 2 and discovered the elastic strap which holds the cover together, in the closed position, had failed.  Not broken, the material inside the strap had dissolved into a black mush.  This is a material design defect.  The Kindle 2, c/w cover, hasn't been exposed to any environment that would initiate this type of failure.","10 20, 2013",A191WSH0BUBAWN,Lee,1382227200
1294,B003B3O310,"[0, 0]",1,"Sorry,but this was a disappointing read.  Seemed more like reading a high school lit class assignment. Not one of the stories surprised me.","06 28, 2013",AX0QFS6Y4FAPD,Valerie Duffek,1372377600
2539,B004NBYBLQ,"[0, 1]",1,"UGH. Ok, so this book is pretty much stupid and only good for sex scenes. Really. The &#34;plot&#34; makes no sense.","03 21, 2014",A2U7XWFRO42KA2,Briddle,1395360000
4118,B003RWS5Q4,"[3, 7]",1,the writing was mundane and i thought things would pick up and then the story ended  a waste of my time,"06 3, 2011",A15NZD5WINDQZM,"BONFOGLIO ""BONNIE""",1307059200
1390,B0036Z9YLC,"[8, 13]",1,"This book should be removed, only one page and it says ""this title is out of print"" - so don't bother downloading it.","04 18, 2012",A3INL3IB0KS081,myjunk,1334707200
2647,B0041VYLI6,"[2, 6]",1,"Book was strange. I liked the message, but he presented it in a way that was very confusing. I Don't think young kids will understand the dad's explanation.","01 8, 2013",A2B31OV6ML11C6,Molly,1357603200
754,B003SX12D0,"[0, 1]",1,"This story was just ridiculous.  Rajah and Larkspur are completely out-of-place in this story - they speak like modern people (Larkspur likes to call a certain part of Rajah's body ""yummy"" frequently) and they're both supposed to be virgins but exhibit an amazing grasp of the mechanics and techniques of sex.  It keeps the reader from getting involved in the story at all - it's like reading an erotic story set in modern times that has somehow been gene-spliced with a story about a dragon and his human mate - and neither story benefits from the incongruity.Lark is also an annoying character.  She and her father were split up by pirates, she has no idea where he is, and she is kidnapped by a dragon.  She resists for about two minutes before deciding to spend the rest of her life with him.  I couldn't have much respect for somebody who didn't even care to find out how her father was or letting him know that she was okay.  And she's so demanding . . . ""do me this way,"" ""do me that way,"" ""do me this way.""  Rajah was talking about spending the next three hundred years with her . . . I give him a week and a half before he drops her back into the ocean, completely fed-up with her.","09 2, 2011",A3A7FF87LEVCQ1,morehumanthanhuman,1314921600
4063,B004E9UA80,"[9, 12]",1,"Brad is in lust with his only friend, a guy who lives off of him and plays video games all day and insists he isn't gay.  In fact, Brad was horribly bullied in school by the group of guys who this friend hangs out with.  Brad hasn't completed school as a result and barely can find the worst kind of jobs.  He needs to pay the rent and goes to two old guys who run a strip-o-gram and porn business.Now, the reviewers here seem to find what happens very erotic, but I didn't find any of it erotic at all.  I guess tastes really vary.  I also didn't care much for Brad, who is just very sad, really.  He obviously has the self-esteem of a slug.  That's not the bad part... the thing is, he doesn't change.  The whole business he gets drawn into has the ugly realism of sleazy low-budget porn videos--not to mention the whole stripper-gram thing.  There is absolutely nothing the least bit romantic in this short tale.  And the characters were all people I wouldn't want to spend a second of time with (in fact, they all make me feel disgustingly dirty--if that's your idea of erotic, well, then!).  Again, maybe it's just me, but I really didn't see any up-side to this story at all.  I usually don't bother to review things I don't like (and I like nearly everything, so this is a rare case), but I thought I should warn people who might not think like the other reviewers do...","03 25, 2012",ADYED6Z2R1R0Z,A. Lee,1332633600
6425,B003G2ZBZI,"[1, 2]",1,This was a DNF for me. I found the laguage stiff & unrealistic. I'll wait for Cherise Sinclaire's next offering. Based on this I'm  not a fan of Ms. Bradford.,"09 22, 2011",A3JCDW56L0OS5K,"E. R. Evans ""BOOK JUNKY""",1316649600
7205,B004A8ZT9A,"[24, 31]",1,"I chose this book for the free price and great reviews.  I've been on a Regency reading tear lately, so this book appealed for that reason also.I didn't hate this book.  It didn't make me throw my e-reader against the wall, but I strongly do not recommend it.  Here's why:-The plot is extraordinarily weak, so much so that I felt nothing really happens in the book!  I could sum things up in 2 sentences at most, but won't for spoilers' sake.  This book was so predictable that it was almost insulting.  I scanned many pages in this book.-The H/h had no ""character"".  The Hero was 32 yrs old and had done nothing with his life.  He hadn't served in the military or taken his seat in the House of Lords.  After reading other books where the main men did those things or at least had some sort of accomplishments, I did not like this Hero, Adam.  He seemed lazy and lust-driven to me.  Literally, all  he did in the book was have sex with the heroine and fall in love with her.  All the action to resolve any ""conflicts"" was done by others or conveniently by chance.  About all I know about him was he was a devastatingly handsome and disgustingly rich earl who desperately wanted to bed the heroine.  That's it.-The heroine was beautiful, which is beaten into your head over and over.  She was in a bad situation.  I was a bit disappointed in some of her choices.  She seemed kind of weak.  There wasn't much to her other than her looks.-The story is basically about adultery.  Yeah, it happens now and did then, but I couldn't wholeheartedly cheer this relationship on.  And for the heroine to fall into it so easily did not sit well with me.  That seemed a bit non-Regency to me.  I was convinced of their lust for each other, but not really the love.I guess you could also say the book was about love conquering all, but it does not conquer a weak and predictable plot and one-dimensional characters.","08 4, 2011",A2T42YB7IGE7US,"A. Craig ""a reader""",1312416000
4542,B000R93DEO,"[4, 5]",1,"It was free, or I never would have even considered this book, just by the title and the little I knew about it.  I should have gone with my gut - if I wouldn't pay money for it, then why waste my time reading it?!?  There was barely a plot and it amazed me how ""into it"" she was. I mean, this guy was her new boss.  MAYBE I can let some of this slide and go along with that she was madly in love/lust with this guy and so she was up for anything with him.  But his friend, Wade??? Give me a break! Just the description of the guy made me want to gag, much less the things she did with him.This is truly a case of ""you get what you pay for"" and in my case I paid nothing.  For those of you who do actually spend money on this trash - know that it takes less than an hour to read it, so even if you do end up enjoying the book, think about how much you are willing to spend for an hours worth of ""entertainment"".","12 28, 2009",A3I88L0CTVLT4S,CC,1261958400
11506,B004I8WM3I,"[0, 0]",1,"Trust me.  The author rushed this book through.  There is a lack of true character development, plot and reality about this novel.  I do not like giving bad reviews, but I do not have a choice.  Save your money.","05 17, 2012",A2AOAQZSVF6GX6,TammyTerrell,1337212800
5144,B004NSV5DG,"[0, 0]",1,"After reading the Newsflesh trilogy and the other novellas I was disappointed in this novella.I expected it to be more in line with her earlier works,but it just seemed to be thrown together in a hurry to give an origin to the zombie apocalypse in the series.","04 20, 2014",A219FLC3TYGEES,Karen Reese,1397952000
9488,B003V8BU84,"[1, 3]",1,Too short. Felt like a bad snapshot or excerpt of what was intended to be a real story. Taking it off my kindle,"12 5, 2012",A3J4OV5BQ4XTL6,J.D. Michaels,1354665600
11696,B001SN83KM,"[8, 8]",1,"I downloaded this book as a Kindle freebie.  I liked the title and thought it would be a light story about an encounter between a delivery man and one of his customers.  It isn't.  This is the product of 1,000 monkeys banging on their typewriters and flinging poo.  Have you ever been watching TV with a friend who keeps flipping channels?  That's what this book is like.  The author stays on one storyline for a few paragraphs before switching to another.  It's very awkward and will give your brain whiplash.  A few chapters in I was starting to wonder if the author just cut and pasted several different snip-its from drafts that she had on her computer.  There's blatantly obvious editing errors and inconsistencies.  Then there's the ""ick"" factor - a husband telling another man to ""do"" his wife and a swimmer fantasizing about a ""golden shower""?  Gross.  If you've clicked on this page, back away slowly, return to where you came from.  There's better options.","01 19, 2012",A2LACFJAJQE4WT,"AAF ""A Farmer""",1326931200
8249,B002GEDF1E,"[0, 1]",1,"Got this one free. Heading on vacation, just downloaded a bunch of free and inexspensive choices. This was terrible and I can't totally get it off my kindle. Had I known that I never would have downloaded it in the first place.","04 10, 2012",AKMNK9Z5LSIF5,Ronnie,1334016000
2752,B0041T59IY,"[3, 3]",1,"All I can say about this book is ...WHAT?  It had me so confused I wasn't sure what was going on.  It moved way too fast. It jumped from one thing to the next so quickly I kept thinking I was missing chapters and I would go back and look for what I missed,never finding it.  Half way through I just gave up with frustration and quit reading the book.  This book is a big waste of time and if reading is relaxing to you,you wont find it here.","04 12, 2014",ARP834Z43CFG4,connie,1397260800
1448,B003SX0Y3Y,"[11, 14]",1,"I have read erotic novels before and this is nothing like them. It starts off with a girl who has to do a lap dance as a challenge to win a car. She starts of timid but then gets into it when she starts getting turned on by the stranger that she is lap dancing. Before she finishes she stops and goes home. In the middle of the night she is awaken by the guy, who turns out to be a gargoyle. Apparently he is under a curse and is only human for 1 night every 20 years. This book is like a 3 minute video that you can get on any porn site... and not even a good video at that.","07 22, 2010",A2LL3XHUCNEM42,Monica Taylor,1279756800
7235,B004HILX9S,"[16, 19]",1,"This book doesn't work on any level.If you buy erotica for the sex, it doesn't start until half way through, and there is no heat once it does. If you buy erotica for the romance (i.e., the characters) at all, then you will be even more disappointed. The female lead cries in EVERY scene, no joke. And her happily married friend, almost as often. Also, a woman who works two jobs to support her gambling alcoholic of father (unemployed for the last three years) and gives him cash is NOT to be praised (she ain't no quitter), but tagged as an ENABLER in big need of THERAPY. And I haven't even mentioned how bad the portrait of the Italian mobsters is . . .I barely slogged through this and will not be reading anything else by this author.","08 28, 2011",AGTF8KS70RHCW,Terracotta Dove,1314489600
1048,B004JN0CJI,"[1, 2]",1,The only good part of putting this book on my Kindle is that I did it when it was free. I was looking for quick fun things to make to EAT in the microwave and instead found a book suggesting things I consider DANGEROUS to the continued good health of my microwave. I do NOT recommend this book to anyone!,"09 19, 2012",A3TDSI498DSJAR,Jo,1348012800
11168,B003MAK5S2,"[0, 0]",1,took 5 minutes to read .might pass well throw your money away. do not buy.l would never recommend. no more words necessary,"01 15, 2014",AN4ZPZRYSTEC8,Alta Gorman,1389744000
7711,B004E10W0E,"[2, 3]",1,"Can't say that I made it more than 1/2 way through trying to force myself to read on. Since then, when I think about this book, the only word that comes to mind is ""DUH"".  Just couldn't find anything funny with all the silly slang talk along the way.  I found it difficult to stay focused and have decided that I have completed my final chapter in this one.","07 1, 2012",A2NL18E24LAQI8,sk,1341100800
1972,B004LB4FBE,"[0, 1]",1,Just when I started to get interested the book ended without making any rime or reason.Don't waste your time with this,"10 29, 2012",A23LDES70M8VTQ,Paul Fussner,1351468800
9285,B004K6MM8I,"[12, 13]",1,WTF is this? Ok first off from the title you dont know that this is a short story. But this is beyond a short story. If this was a paper back book it would probably be 15 pages.,"02 8, 2011",A34V5FEWT7G9M1,"Amazon Customer ""10 til 9""",1297123200
11658,B00466HZNY,"[0, 3]",1,I have a collection named Yuck and that is where I put this book after reading it.  It is like enduring a speech by Obama - even the lead admits to the narcissistic personality disorder by counting up her &#34;I&#34; statements.,"05 7, 2014",A338AKT4UKWJ9R,darski,1399420800
3261,B004ELAPZ6,"[1, 3]",1,"I thought the description of this book was intriguing even though three dollars for a short story is pricey. What a disappointment!!!  The plot is thin, the ending very predictable, and the typos very annoying.  The person who wrote this piece of trash needs to take a course in creative writing.  What a fool I was to pay so much for nothing.  I guess there is a sucker born every day.","01 23, 2012",AVTOKS08HOEXG,Patricia J. Mills,1327276800
1613,B003XNTU3Y,"[3, 3]",1,Why does anal s*x have to be in or play a part of almost everything considered erotic.  I researched this book through reviews and the publisher's website.  I was so disappointed by this.  It is so hard to find great authors of this type of fiction.  I'm going to stick with Aliyah Burke and Zena Wynn.  You can create great erotic stories without anal s*x.  Because I don't want to waste my money on something I can't read.  I need a disclaimer or warning.  So I've decided to do what I wish someone had done for me.  Consider yourself warned.,"10 26, 2011",A25BUBX51GGC3F,Cara,1319587200
